Approach,Mean True Accuracy,Median True Accuracy,Mean Predicted Accuracy,Median Predicted Accuracy,Variance True Accuracy,Variance Predicted Accuracy,95%-Bootstrap-CI Lower (for mean pred accuracy),95%-Bootstrap-CI Upper (for mean pred accuracy),Validation Error (MAPE) (%)
knn/diversified-distance/10,0.9683,0.9688,0.9692,0.9692,4.591955555555569e-06,2.1226309999998154e-06,0.9691,0.9693,0.2201
