sgd,average,early_stopping,fit_intercept,loss,epsilon_insensitive,hinge,huber,log_loss,modified_huber,perceptron,squared_error,penalty,elasticnet,l1,l2,None,shuffle,warm_start,Performance
1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0958
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.7393
1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.9093
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.8046
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.916
1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0972
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.9113
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0977
1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0852
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0962
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.908
1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.0953
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.835
1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.1005
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0808
1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0984
1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.9005
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.6637
1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0.9083
1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.6441
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.8972
1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.1017
1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.887
1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.9062
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.9129
1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0984
1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.9124
1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.707
1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0.1105
1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.7954
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.9181
1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.8426
1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.4723
1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.8884
1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.7108
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.9008
1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0.7748
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.8334
1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.3235
1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0.0972
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.6661
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.8783
1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0.9093
1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0963
1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.0126
1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.1043
1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0102
1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0.7826
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.9139
1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0988
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.7719
1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9018
1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.9075
1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.5417
1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0.7303
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.9165
1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.782
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.8997
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.6767
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0.9095
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.7954
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0.9127
1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0.9156
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0939
1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.1961
1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0.7649
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0.9139
1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.8884
1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0.91
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0963
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0.1001
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9039
1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.9158
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.7328
1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.9176
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.9075
1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0.8331
1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0.7119
1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0.5538
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.6767
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.8735
1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.88
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.6685
1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.9127
1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7817
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.4112
1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0.8898
1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0.8909
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.6952
1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.6623
1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0.9177
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.9038
1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.8996
1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8046
1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.8756
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.8682
1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.9075
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.1035
1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.8877
1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0.8993
1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0.9025
1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0.161
1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.8972
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0958
1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.7381
1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.008
1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8331
1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.8038
1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.6834
1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.1001
1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.8334
1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0853
1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.1028
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0.0086
1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.8988
1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.6341
1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.9008
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.8965
1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0034
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0.3151
1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.8993
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.1008
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.6804
1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.7377
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.8735
1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.7347
