Approach,Mean True Accuracy,Median True Accuracy,Mean Predicted Accuracy,Median Predicted Accuracy,Variance True Accuracy,Variance Predicted Accuracy,95%-Bootstrap-CI Lower (for mean pred accuracy),95%-Bootstrap-CI Upper (for mean pred accuracy),Validation Error (MAPE) (%)
sgd/diversified-distance/45,0.6234,0.7954,0.9242,0.9059,0.11384778717613998,0.7708507493749991,0.8671,0.9819,1506.7534
